Price,Close,High,Low,Open,Volume
Ticker,GC=F,GC=F,GC=F,GC=F,GC=F
Datetime,,,,,
2025-09-12 04:00:00+00:00,3692.39990234375,3692.60009765625,3692.0,3692.0,0
2025-09-12 04:01:00+00:00,3692.60009765625,3693.0,3692.300048828125,3692.300048828125,99
2025-09-12 04:02:00+00:00,3692.0,3693.39990234375,3692.0,3692.800048828125,150
2025-09-12 04:03:00+00:00,3692.10009765625,3692.5,3691.699951171875,3692.0,148
2025-09-12 04:04:00+00:00,3692.39990234375,3692.800048828125,3692.10009765625,3692.10009765625,26
2025-09-12 04:05:00+00:00,3692.199951171875,3692.300048828125,3691.89990234375,3692.300048828125,49
2025-09-12 04:06:00+00:00,3692.0,3692.300048828125,3691.89990234375,3692.199951171875,41
2025-09-12 04:07:00+00:00,3691.0,3691.89990234375,3690.5,3691.89990234375,84
2025-09-12 04:08:00+00:00,3691.699951171875,3693.0,3691.10009765625,3691.10009765625,192
2025-09-12 04:09:00+00:00,3691.699951171875,3691.89990234375,3691.60009765625,3691.699951171875,45
2025-09-12 04:10:00+00:00,3691.300048828125,3691.800048828125,3691.0,3691.699951171875,40
2025-09-12 04:11:00+00:00,3691.199951171875,3691.5,3691.0,3691.5,22
2025-09-12 04:12:00+00:00,3691.199951171875,3691.199951171875,3691.0,3691.10009765625,19
2025-09-12 04:13:00+00:00,3691.89990234375,3692.39990234375,3691.39990234375,3691.39990234375,78
2025-09-12 04:14:00+00:00,3692.10009765625,3692.10009765625,3691.800048828125,3691.800048828125,13
2025-09-12 04:15:00+00:00,3691.800048828125,3692.0,3691.800048828125,3691.89990234375,6
2025-09-12 04:16:00+00:00,3691.800048828125,3692.0,3691.699951171875,3691.89990234375,20
2025-09-12 04:17:00+00:00,3691.800048828125,3692.300048828125,3691.800048828125,3691.89990234375,26
2025-09-12 04:18:00+00:00,3691.800048828125,3691.800048828125,3691.5,3691.800048828125,57
2025-09-12 04:19:00+00:00,3692.300048828125,3692.300048828125,3691.800048828125,3691.89990234375,25
2025-09-12 04:20:00+00:00,3692.300048828125,3692.39990234375,3692.199951171875,3692.300048828125,18
2025-09-12 04:21:00+00:00,3692.89990234375,3692.89990234375,3692.300048828125,3692.300048828125,28
2025-09-12 04:22:00+00:00,3692.800048828125,3693.0,3692.60009765625,3693.0,27
2025-09-12 04:23:00+00:00,3692.39990234375,3693.0,3692.39990234375,3692.60009765625,24
2025-09-12 04:24:00+00:00,3692.300048828125,3692.60009765625,3692.300048828125,3692.5,21
2025-09-12 04:25:00+00:00,3693.0,3693.0,3692.5,3692.5,43
2025-09-12 04:26:00+00:00,3692.800048828125,3693.0,3692.699951171875,3693.0,8
2025-09-12 04:27:00+00:00,3693.199951171875,3693.199951171875,3692.699951171875,3692.89990234375,41
2025-09-12 04:28:00+00:00,3692.800048828125,3693.199951171875,3692.39990234375,3693.10009765625,41
2025-09-12 04:29:00+00:00,3693.0,3693.300048828125,3692.60009765625,3692.699951171875,53
2025-09-12 04:30:00+00:00,3693.5,3693.60009765625,3693.0,3693.199951171875,63
2025-09-12 04:31:00+00:00,3693.699951171875,3693.800048828125,3693.300048828125,3693.39990234375,84
2025-09-12 04:32:00+00:00,3693.60009765625,3693.89990234375,3693.60009765625,3693.800048828125,34
2025-09-12 04:33:00+00:00,3693.199951171875,3693.89990234375,3693.10009765625,3693.5,84
2025-09-12 04:34:00+00:00,3692.800048828125,3693.39990234375,3692.699951171875,3693.199951171875,85
2025-09-12 04:35:00+00:00,3693.10009765625,3693.199951171875,3692.800048828125,3692.89990234375,29
2025-09-12 04:36:00+00:00,3692.89990234375,3693.0,3692.800048828125,3693.0,13
2025-09-12 04:37:00+00:00,3692.89990234375,3693.0,3692.39990234375,3693.0,115
2025-09-12 04:38:00+00:00,3693.10009765625,3693.5,3692.699951171875,3692.699951171875,99
2025-09-12 04:39:00+00:00,3693.300048828125,3693.5,3693.0,3693.0,40
2025-09-12 04:40:00+00:00,3692.89990234375,3693.39990234375,3692.800048828125,3693.199951171875,54
2025-09-12 04:41:00+00:00,3693.199951171875,3693.199951171875,3692.89990234375,3693.0,45
2025-09-12 04:42:00+00:00,3693.300048828125,3693.5,3693.300048828125,3693.300048828125,17
