Price,Close,High,Low,Open,Volume
Ticker,GC=F,GC=F,GC=F,GC=F,GC=F
Datetime,,,,,
2025-07-21 04:00:00+00:00,3357.39990234375,3358.300048828125,3357.39990234375,3358.300048828125,17718
2025-07-21 04:15:00+00:00,3361.10009765625,3361.10009765625,3357.10009765625,3357.39990234375,605
2025-07-21 04:30:00+00:00,3363.199951171875,3363.39990234375,3360.89990234375,3361.10009765625,712
2025-07-21 04:45:00+00:00,3364.10009765625,3365.0,3362.60009765625,3363.10009765625,806
2025-07-21 05:00:00+00:00,3369.800048828125,3369.800048828125,3363.699951171875,3363.89990234375,2581
2025-07-21 05:15:00+00:00,3374.199951171875,3375.699951171875,3369.60009765625,3369.89990234375,4059
2025-07-21 05:30:00+00:00,3374.39990234375,3376.89990234375,3372.0,3374.10009765625,3639
2025-07-21 05:45:00+00:00,3374.0,3375.800048828125,3373.60009765625,3374.60009765625,1760
2025-07-21 06:00:00+00:00,3373.5,3375.800048828125,3372.60009765625,3374.0,1493
2025-07-21 06:15:00+00:00,3377.199951171875,3377.5,3373.300048828125,3373.39990234375,1756
2025-07-21 06:30:00+00:00,3376.300048828125,3378.300048828125,3375.199951171875,3377.199951171875,1974
2025-07-21 06:45:00+00:00,3375.60009765625,3378.10009765625,3374.699951171875,3376.39990234375,1225
2025-07-21 07:00:00+00:00,3375.699951171875,3378.199951171875,3374.300048828125,3375.60009765625,1549
2025-07-21 07:15:00+00:00,3373.699951171875,3376.199951171875,3372.199951171875,3375.800048828125,1352
2025-07-21 07:30:00+00:00,3373.10009765625,3375.0,3372.800048828125,3373.60009765625,1036
2025-07-21 07:45:00+00:00,3372.10009765625,3374.60009765625,3371.39990234375,3373.300048828125,1513
2025-07-21 08:00:00+00:00,3371.800048828125,3372.60009765625,3370.5,3372.10009765625,1777
2025-07-21 08:15:00+00:00,3373.199951171875,3373.699951171875,3370.800048828125,3371.800048828125,1043
2025-07-21 08:30:00+00:00,3372.800048828125,3374.5,3371.699951171875,3373.0,802
2025-07-21 08:45:00+00:00,3373.5,3374.0,3372.300048828125,3372.699951171875,1526
2025-07-21 09:00:00+00:00,3372.89990234375,3374.10009765625,3371.699951171875,3373.60009765625,1117
2025-07-21 09:15:00+00:00,3372.39990234375,3373.5,3372.39990234375,3372.89990234375,412
2025-07-21 09:30:00+00:00,3371.60009765625,3372.60009765625,3370.39990234375,3372.300048828125,1407
2025-07-21 09:45:00+00:00,3373.699951171875,3374.39990234375,3371.5,3371.699951171875,517
2025-07-21 10:00:00+00:00,3375.10009765625,3375.800048828125,3373.699951171875,3373.89990234375,929
2025-07-21 10:15:00+00:00,3373.0,3375.10009765625,3372.39990234375,3375.10009765625,845
2025-07-21 10:30:00+00:00,3370.800048828125,3373.199951171875,3370.300048828125,3373.199951171875,759
2025-07-21 10:45:00+00:00,3373.10009765625,3373.300048828125,3370.89990234375,3371.0,925
2025-07-21 11:00:00+00:00,3376.60009765625,3377.0,3372.300048828125,3373.300048828125,1410
2025-07-21 11:15:00+00:00,3381.199951171875,3381.5,3376.60009765625,3376.699951171875,3165
2025-07-21 11:30:00+00:00,3381.5,3381.89990234375,3378.300048828125,3381.199951171875,1820
2025-07-21 11:45:00+00:00,3383.10009765625,3383.39990234375,3380.800048828125,3381.5,2334
2025-07-21 12:00:00+00:00,3383.300048828125,3384.800048828125,3382.199951171875,3382.89990234375,2792
2025-07-21 12:15:00+00:00,3389.5,3391.39990234375,3382.800048828125,3383.39990234375,6881
2025-07-21 12:30:00+00:00,3394.60009765625,3395.89990234375,3389.60009765625,3389.60009765625,6927
2025-07-21 12:45:00+00:00,3395.39990234375,3397.10009765625,3393.300048828125,3394.60009765625,5512
2025-07-21 13:00:00+00:00,3395.39990234375,3397.5,3393.39990234375,3395.39990234375,5632
2025-07-21 13:15:00+00:00,3395.800048828125,3398.39990234375,3394.60009765625,3395.5,4265
2025-07-21 13:30:00+00:00,3399.39990234375,3399.699951171875,3392.699951171875,3395.800048828125,6239
2025-07-21 13:45:00+00:00,3400.89990234375,3405.699951171875,3398.89990234375,3399.300048828125,11374
2025-07-21 14:00:00+00:00,3410.800048828125,3411.0,3399.0,3400.300048828125,8279
